id,county,category,taxonomy_g,taxonomy_sg,sci_name,common_name
14391,Tioga,Animal,Birds,Owls,Strix varia,Barred Owl
14392,Tioga,Animal,Birds,Owls,Tyto alba,Barn Owl
14393,Tioga,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
14394,Tioga,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
14395,Tioga,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
14396,Tioga,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
14397,Tioga,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
14398,Tioga,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
14399,Tioga,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
14400,Tioga,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
14401,Tioga,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
14402,Tioga,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
14403,Tioga,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
14404,Tioga,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
14405,Tioga,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
14406,Tioga,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
14407,Tioga,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
14408,Tioga,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
14409,Tioga,Animal,Birds,Swallows,Progne subis,Purple Martin
14410,Tioga,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
14411,Tioga,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
14412,Tioga,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
14413,Tioga,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
14414,Tioga,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
14415,Tioga,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
14416,Tioga,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
14417,Tioga,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
14418,Tioga,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
14419,Tioga,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
14420,Tioga,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
14421,Tioga,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
14422,Tioga,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
14423,Tioga,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
14424,Tioga,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
14425,Tioga,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
14426,Tioga,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
14427,Tioga,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
14428,Tioga,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
14429,Tioga,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
14430,Tioga,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
14431,Tioga,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler
14432,Tioga,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler
14433,Tioga,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
14434,Tioga,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
14435,Tioga,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
14436,Tioga,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler
14437,Tioga,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush
14438,Tioga,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
14439,Tioga,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
14440,Tioga,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula
14441,Tioga,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler
14442,Tioga,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
14443,Tioga,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
14444,Tioga,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler
14445,Tioga,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler
14446,Tioga,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler
14447,Tioga,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
14448,Tioga,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
14449,Tioga,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
14450,Tioga,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
14451,Tioga,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
14452,Tioga,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
14453,Tioga,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler
14454,Tioga,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
14455,Tioga,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler
14456,Tioga,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
14457,Tioga,Animal,Birds,Wrens,Troglodytes aedon,House Wren
14458,Tioga,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
14459,Tioga,Animal,Butterflies and Moths,Butterflies and Skippers,Pyrgus wyandot,Southern Grizzled Skipper
14460,Tioga,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner
14461,Tioga,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail
14462,Tioga,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus vastus,Cobra Clubtail
14463,Tioga,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner
14464,Tioga,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat
14465,Tioga,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat
14466,Tioga,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat
14467,Tioga,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater
14468,Tioga,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel
14469,Tioga,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater
14470,Tioga,Animal,Reptiles,Lizards,Plestiodon anthracinus,Coal Skink
14471,Tioga,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake
14472,Tioga,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake
14473,Tioga,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake
14474,Tioga,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake
14475,Tioga,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake
14476,Tioga,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake
14477,Tioga,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake
14478,Tioga,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake
14479,Tioga,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake
14480,Tioga,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle
14481,Tioga,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle
14482,Tioga,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle
14483,Tioga,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern
14484,Ulster,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat
14485,Tioga,Plant,Flowering Plants,Grasses,Calamagrostis canadensis var. macouniana,Macoun¿s Bluejoint Grass
14486,Tioga,Plant,Flowering Plants,Grasses,Calamagrostis porteri ssp. porteri,Porter's Reed Grass
14487,Tioga,Plant,Flowering Plants,Grasses,Dichanthelium scoparium,Velvet Panic Grass
14488,Tioga,Plant,Flowering Plants,Grasses,Phragmites americanus,American Phragmites
14489,Tioga,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass
14490,Tioga,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper
14491,Tioga,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
14492,Tioga,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid
14493,Tioga,Plant,Flowering Plants,Other Flowering Plants,Allium cernuum,Wild Onion
14494,Tioga,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey
14495,Tioga,Plant,Flowering Plants,Other Flowering Plants,Borodinia dentata,Toothed Rock Cress
14496,Tioga,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower
14497,Tioga,Plant,Flowering Plants,Other Flowering Plants,Carya laciniosa,Big Shellbark Hickory
14498,Tioga,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet
14499,Tioga,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand
14500,Tioga,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil
14501,Tioga,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens
14502,Tioga,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea
14503,Tioga,Plant,Flowering Plants,Other Flowering Plants,Hylodesmum pauciflorum,Small-flowered Tick Trefoil
14504,Tioga,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort
14505,Tioga,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut
14506,Tioga,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling
14507,Tioga,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover
14508,Tioga,Plant,Flowering Plants,Other Flowering Plants,Lespedeza stuevei,Velvety Bush Clover
14509,Tioga,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine
14510,Tioga,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm
14511,Tioga,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel
14512,Tioga,Plant,Flowering Plants,Other Flowering Plants,Oxypolis rigidior,Stiff Cowbane
14513,Tioga,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
14514,Tioga,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder
14515,Tioga,Plant,Flowering Plants,Other Flowering Plants,Sagittaria filiformis,Narrow-leaved Arrowhead
14516,Tioga,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed
14517,Tioga,Plant,Flowering Plants,Other Flowering Plants,Thaspium barbinode,Hairy-jointed Meadow Parsnip
14518,Tioga,Plant,Flowering Plants,Other Flowering Plants,Utricularia minor,Lesser Bladderwort
14519,Tioga,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Corn Salad
14520,Tioga,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
14521,Tioga,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet
14522,Tioga,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape
14523,Tioga,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge
14524,Tioga,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
14525,Tioga,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge
14526,Tioga,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge
14527,Tioga,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge
14528,Tioga,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge
14529,Tioga,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge
14530,Tioga,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge
14531,Tompkins,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
14532,Tompkins,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
14533,Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
14534,Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
14535,Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
14536,Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
14537,Tompkins,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
14538,Tompkins,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
14539,Tompkins,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
14540,Tompkins,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
14541,Tompkins,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
14542,Tompkins,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
14543,Tompkins,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
14544,Tompkins,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander
14545,Tompkins,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander
14546,Tompkins,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy
14547,Tompkins,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
14548,Tompkins,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
14549,Tompkins,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander
14550,Tompkins,Animal,Amphibians,Salamanders,Pseudotriton ruber,Red Salamander
14551,Tompkins,Animal,Animal Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area
14552,Tompkins,Animal,Beetles,Diving Beetles,Hygrotus sylvanus,Sylvan Hygrotus Diving Beetle
14553,Tompkins,Animal,Beetles,Lady Beetles,Coccinella trifasciata,Three-banded Lady Beetle
14554,Tompkins,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
14555,Tompkins,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink
14556,Tompkins,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole
14557,Tompkins,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole
14558,Tompkins,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird
14559,Tompkins,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle
14560,Tompkins,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark
14561,Tompkins,Animal,Birds,Blackbirds and Orioles,Sturnella neglecta,Western Meadowlark
14562,Tompkins,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal
14563,Tompkins,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting
14564,Tompkins,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak
14565,Tompkins,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager
14566,Tompkins,Animal,Birds,Cardinals and Buntings,Spiza americana,Dickcissel
14567,Tompkins,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse
14568,Tompkins,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee
14569,Tompkins,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant
14570,Tompkins,Animal,Birds,Creepers,Certhia americana,Brown Creeper
14571,Tompkins,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow
14572,Tompkins,Animal,Birds,Crows and Jays,Corvus corax,Common Raven
14573,Tompkins,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow
14574,Tompkins,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay
14575,Tompkins,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo
14576,Tompkins,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
14577,Tompkins,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
14578,Tompkins,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
14579,Tompkins,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin
14580,Tompkins,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
14581,Tompkins,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
14582,Tompkins,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
14583,Tompkins,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
14584,Tompkins,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
14585,Tompkins,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher
14586,Tompkins,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
14587,Tompkins,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
14588,Tompkins,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
14589,Tompkins,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
14590,Tompkins,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
14591,Tompkins,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
14592,Tompkins,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
14593,Tompkins,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
14594,Tompkins,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
14595,Tompkins,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
14596,Tompkins,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
14597,Tompkins,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
14598,Tompkins,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
14599,Tompkins,Animal,Birds,Nightbirds,Antrostomus vociferus,Whip-poor-will
14600,Tompkins,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
14601,Tompkins,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
14602,Tompkins,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
14603,Tompkins,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
14604,Tompkins,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl
14605,Tompkins,Animal,Birds,Owls,Asio flammeus,Short-eared Owl
14606,Tompkins,Animal,Birds,Owls,Asio otus,Long-eared Owl
14607,Tompkins,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
14608,Tompkins,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
14609,Tompkins,Animal,Birds,Owls,Strix varia,Barred Owl
14610,Tompkins,Animal,Birds,Owls,Tyto alba,Barn Owl
14611,Tompkins,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
14612,Tompkins,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
14613,Tompkins,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
14614,Tompkins,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
14615,Tompkins,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
14616,Tompkins,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
14617,Tompkins,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
14618,Tompkins,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
14619,Tompkins,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
14620,Tompkins,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
14621,Tompkins,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
14622,Tompkins,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
14623,Tompkins,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
14624,Tompkins,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
14625,Tompkins,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
14626,Tompkins,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
14627,Tompkins,Animal,Birds,Swallows,Progne subis,Purple Martin
14628,Tompkins,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
14629,Tompkins,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
14630,Tompkins,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
14631,Tompkins,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
14632,Tompkins,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
14633,Tompkins,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
14634,Tompkins,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
14635,Tompkins,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
14636,Tompkins,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
14637,Tompkins,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
14638,Tompkins,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
14639,Tompkins,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
14640,Tompkins,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
14641,Tompkins,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
14642,Tompkins,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
14643,Tompkins,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
14644,Tompkins,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
14645,Tompkins,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
14646,Tompkins,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
14647,Tompkins,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
14648,Tompkins,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
14649,Tompkins,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler
14650,Tompkins,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler
14651,Tompkins,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
14652,Tompkins,Animal,Birds,Wood-Warblers,Helmitheros vermivorum,Worm-eating Warbler
14653,Tompkins,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
14654,Tompkins,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
14655,Tompkins,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler
14656,Tompkins,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush
14657,Tompkins,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
14658,Tompkins,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
14659,Tompkins,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula
14660,Tompkins,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler
14661,Tompkins,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler
14662,Tompkins,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
14663,Tompkins,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
14664,Tompkins,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler
14665,Tompkins,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler
14666,Tompkins,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler
14667,Tompkins,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
14668,Tompkins,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
14669,Tompkins,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
14670,Tompkins,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
14671,Tompkins,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
14672,Tompkins,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
14673,Tompkins,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler
14674,Tompkins,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
14675,Tompkins,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler
14676,Tompkins,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren
14677,Tompkins,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren
14678,Tompkins,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
14679,Tompkins,Animal,Birds,Wrens,Troglodytes aedon,House Wren
14680,Tompkins,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
14681,Tompkins,Animal,Butterflies and Moths,Butterflies and Skippers,Asterocampa clyton,Tawny Emperor
14682,Tompkins,Animal,Butterflies and Moths,Butterflies and Skippers,Pyrgus wyandot,Southern Grizzled Skipper
14683,Tompkins,Animal,Butterflies and Moths,Butterflies and Skippers,Satyrium favonius ontario,Northern Oak Hairstreak
14684,Tompkins,Animal,Dragonflies and Damselflies,Damselflies,Argia translata,Dusky Dancer
14685,Tompkins,Animal,Dragonflies and Damselflies,Damselflies,Lestes australis,Southern Spreadwing
14686,Tompkins,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing
14687,Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Anax longipes,Comet Darner
14688,Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster erronea,Tiger Spiketail
14689,Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail
14690,Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus fraternus,Midland Clubtail
14691,Tompkins,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus abbreviatus,Spine-crowned Clubtail
